ID,medv
3,32.40752100532211
6,27.669926257961553
8,20.937213418838517
9,12.099095936522744
10,21.42570581951668
18,18.258132732199662
20,19.131136013165793
25,16.991308056532063
26,15.435099496784222
27,17.395245267761332
29,21.600883619588043
30,22.879880694024727
33,10.271369834221687
34,14.781907269831633
36,22.411804539728287
37,20.970647968699602
38,22.591569237200304
42,30.01716070754002
49,8.427444226161635
53,29.478780340407866
60,22.26769704881589
63,26.0874472972582
70,22.96957366813671
72,22.415244766606584
79,22.52773502300184
80,22.892767648606014
83,25.96616013505832
92,26.476756495690676
93,26.348979118134736
96,28.21617057275015
98,36.03316147767728
99,35.32058549659782
100,31.973130259123025
105,20.517424349126667
106,16.646832568470185
111,20.23934355469257
113,19.51347980720904
114,19.774209357749864
116,19.849040713893334
126,19.650947633196836
130,14.348921503939094
131,21.40053932995343
133,21.908519237718757
136,18.247622694548017
141,13.22635090497986
144,13.877337848999225
145,9.671528052001165
147,20.433589242119364
152,21.466263613737535
153,20.435771767330095
156,23.716209418549617
158,33.44500864212357
163,38.82500452452147
169,26.79923166921518
185,19.48920543822008
186,22.402673403023
189,31.366443981932953
196,38.75330804051647
197,36.916105963125084
199,35.337477583385294
200,31.794957527129007
203,37.26716761555325
208,17.20402667714597
210,12.258981971624465
211,18.45625172425037
213,18.52558910213706
216,24.105391365084476
218,27.728429637615978
219,19.75751840814315
220,26.059305352342857
221,28.289989983788264
229,34.993045035702565
232,32.99044418319657
238,33.0642440374491
239,28.857134326461868
240,28.802326148589167
242,23.540387827227242
246,15.78777197748055
248,23.498510663265726
253,30.681114658319757
255,27.246955716930017
256,24.62058526351166
257,35.63681061657476
258,42.21522352105504
259,34.58176192601418
260,32.95381651579565
268,39.03425865184303
270,20.448510560451933
271,20.55616492903763
276,31.73691293450627
277,31.715778573391997
278,30.906879070583095
279,27.577919678780816
281,37.64481071831213
288,27.192775567421016
290,27.34005372125295
292,31.42514739306045
295,24.83171488345421
296,30.24997583280864
299,30.506772189536427
300,33.70784274883461
301,32.1629771192092
308,28.36037391163871
314,25.57279295170388
315,26.07099068088074
320,22.006316288385904
322,25.730132134548555
323,23.75854241682687
324,19.873026622071222
327,25.879715165882907
330,27.38280207425547
332,21.574374073588327
333,25.760108768573154
336,23.083376055731165
338,20.930990138646536
346,22.573760817153342
347,20.781390873316695
351,26.686327177045392
352,28.472590061300323
354,30.74377522657214
355,19.997699290606256
356,22.684726873762994
362,20.323552363002705
364,18.082228461055912
365,36.78537059744041
370,28.490254234486855
376,25.44696886895585
379,15.201001575494752
380,15.654050953095677
381,21.67036231359066
382,17.490556251424074
386,6.081623450393904
389,4.448113633369379
391,16.20662862712433
394,19.481275671761217
396,19.53682438492462
398,14.673136515694296
400,9.115515029881072
403,17.33118821063845
405,9.2540581809594
406,12.558571758601351
407,5.5429297959850565
410,19.620430584297992
411,20.593152111669944
412,17.899644550567416
413,1.0928076163929124
417,15.712464381477474
421,20.53060625418388
422,18.34077265552319
423,17.723476611016054
424,14.221433773116887
427,17.602942727306306
431,18.683994391731055
436,16.548497306768116
437,18.935759149063877
439,7.054950317683735
447,18.56333815572961
450,17.987386009907866
451,20.568711959235237
455,19.71557891617526
457,16.22610688180811
471,18.69598326206261
474,25.047521891302544
476,13.99593596000567
483,28.189288377426422
486,22.754352712460758
490,10.860277092362685
495,20.038980133227746
496,16.51033388230482
497,13.15757744741415
499,20.849618254282532
501,20.04026559210542
505,26.702431650676775
